,0,1,2,3,4,5,6
1519,RayFarky,Top,22,Japan,Japan,MISSING,[]
1520,Roki,Mid,25,Japan,Japan,MISSING,[]
1521,Broooock,Mid,23,Japan,Japan,MISSING,[]
1522,Yuhi,ADC,22,Japan,Japan,MISSING,[]
1523,Medic,Support,23,Saudi Arabia,Korea,MISSING,[]
1524,Kuma,Jungle,21,South Korea,Korea,MISSING,[]
1525,Fenfen,Mid,23,China,China,MISSING,[]
1526,Olia,Top,24,Turkey,Turkey,MISSING,[]
1527,Wing,Support,23,Hong Kong,PCS,MISSING,[]
1528,MGX,Mid,MISSING,Turkey,Turkey,MISSING,[]
1529,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1530,REFRA1N,Jungle,28,Taiwan,PCS,MISSING,[]
1531,Kaiz,Jungle,21,Vietnam,Vietnam,MISSING,[]
1532,Venus,Support,22,Vietnam,Vietnam,MISSING,[]
1533,Piloto,Mid,MISSING,Brazil,Brazil,MISSING,[]
1534,Aloned,Mid,22,Chile,Liga Latinoamérica,MISSING,[]
1535,Maynah,Support,24,Brazil,Brazil,MISSING,[]
1536,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1537,Cao,Support,22,United States,North America,MISSING,[]
1538,Vichen,Jungle,MISSING,France,Europe,MISSING,[]
1539,apaMen,Top,30,Japan,Japan,MISSING,[]
1540,NaMei,ADC,28,China,China,MISSING,[]
1541,fearnesss,Top,MISSING,China,China,MISSING,[]
1542,BadeMan,Jungle,23,China,China,MISSING,[]
1543,Ley,Support,24,China,China,MISSING,[]
1544,Zdz,Top,20,China,China,MISSING,[]
1545,997,Top,24,China,China,MISSING,[]
1546,Windy,Mid,24,China,China,MISSING,[]
1547,poge,Support,MISSING,China,China,MISSING,[]
1548,Gangboong,Mid,20,South Korea,Korea,MISSING,[]
1549,IDK,Support,22,South Korea,Korea,MISSING,[]
1550,Slugger,Top,24,South Korea,Korea,MISSING,[]
1551,Flare,Jungle,22,South Korea,Korea,MISSING,[]
1552,Silk,Jungle,23,South Korea,Korea,MISSING,[]
1553,Invoker,Support,MISSING,Turkey,Turkey,MISSING,[]
1554,Sevi9,Jungle,MISSING,Turkey,Turkey,MISSING,[]
1555,Boaster,Mid,MISSING,United Kingdom,Europe,MISSING,[]
1556,Bertho,Support,MISSING,Germany,Europe,MISSING,[]
1557,Boris,Support,31,Belgium,Europe,MISSING,[]
1558,Kurd,Top,MISSING,South Korea,Korea,MISSING,[]
1559,Lapis,Top,22,South Korea,Korea,MISSING,[]
1560,Garou,Jungle,23,South Korea,Korea,MISSING,[]
1561,Mocha,Support,25,South Korea,Korea,MISSING,[]
1562,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1563,Arumik,Top,MISSING,Japan,Japan,MISSING,[]
1564,Gregio,Mid,MISSING,Brazil,Brazil,MISSING,[]
1565,Kadaki,ADC,MISSING,Brazil,Brazil,MISSING,[]
1566,Hasmed,Top,20,Vietnam,Vietnam,MISSING,[]
1567,Pun,Top,19,Vietnam,Vietnam,MISSING,[]
1568,DK,Jungle,MISSING,Vietnam,Vietnam,MISSING,[]
1569,Hades-KR,ADC,MISSING,South Korea,Korea,MISSING,[]
1570,Krab,Top,21,South Korea,Korea,MISSING,[]
1571,Ppung,Jungle,MISSING,South Korea,Korea,MISSING,[]
1572,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1573,helo,ADC,MISSING,Turkey,Turkey,MISSING,[]
1574,Asci,Jungle,MISSING,Turkey,Turkey,MISSING,[]
1575,Scomb,Jungle,MISSING,Turkey,Turkey,MISSING,[]
1576,Hypnos,ADC,MISSING,Turkey,Turkey,MISSING,[]
1577,Dirty,Support,MISSING,Turkey,Turkey,MISSING,[]
1578,Sylchasie,Mid,MISSING,Turkey,Turkey,MISSING,[]
1579,Nyxyvel,Top,24,Turkey,Turkey,MISSING,[]
1580,Vivien,Support,MISSING,Turkey,Turkey,MISSING,[]
1581,Holo,Jungle,21,Hong Kong,PCS,MISSING,[]
1582,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1583,Mingren,Jungle,19,China,China,MISSING,[]
1584,Hehuo,Jungle,MISSING,China,China,MISSING,[]
1585,Came,Mid,21,China,China,MISSING,[]
1586,Savior,ADC,MISSING,China,China,MISSING,[]
1587,Hidan,Top,20,Brazil,Brazil,MISSING,[]
1588,Zen,Top,MISSING,Brazil,Brazil,MISSING,[]
1589,Scamber,Support,21,Brazil,Brazil,MISSING,[]
1590,Trigo,ADC,22,Brazil,Brazil,MISSING,[]
1591,Woodboy,Support,MISSING,Brazil,Brazil,MISSING,[]
1592,Yama,Support,22,United States,North America,MISSING,[]
1593,Supernova,ADC,MISSING,South Korea,Korea,MISSING,[]
1594,Kuroko,Jungle,22,Vietnam,Vietnam,MISSING,[]
1595,Genz,Top,MISSING,Vietnam,Vietnam,MISSING,[]
1596,Style,ADC,20,Vietnam,Vietnam,MISSING,[]
1597,Froggy,Mid,19,Vietnam,Vietnam,MISSING,[]
1598,Zica,Top,21,Vietnam,Vietnam,MISSING,[]
1599,Aliez,Top,20,China,China,MISSING,[]
1600,Lixiao,Jungle,MISSING,China,China,MISSING,[]
1601,PluTo,Support,MISSING,South Korea,Korea,MISSING,[]
1602,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1603,ZYF,Support,MISSING,China,China,MISSING,[]
1604,Vortex,ADC,MISSING,China,China,MISSING,[]
1605,Fitz,Top,MISSING,Brazil,Brazil,MISSING,[]
1606,Thunder,Mid,MISSING,Brazil,Brazil,MISSING,[]
1607,Kennedys,Top,21,Brazil,Brazil,MISSING,[]
1608,Reversed,Top,MISSING,Brazil,Brazil,MISSING,[]
1609,Titeito,Mid,MISSING,Brazil,Brazil,MISSING,[]
1610,Hauz,Mid,20,Brazil,Brazil,MISSING,[]
1611,Asta,Jungle,MISSING,Brazil,Brazil,MISSING,[]
1612,Save,ADC,24,South Korea,Korea,MISSING,[]
1613,Swiffer,Mid,28,Australia,Oceania,MISSING,[]
1614,Yupps,Top,19,Brazil,Brazil,MISSING,[]
1615,Citrus,Jungle,20,South Korea,Korea,MISSING,[]
1616,HaYoon,Support,MISSING,South Korea,Korea,MISSING,[]
1617,Ruel,ADC,19,South Korea,Korea,MISSING,[]
1618,Lia,Jungle,MISSING,South Korea,Korea,MISSING,[]
1619,Punk,Top,MISSING,China,China,MISSING,[]
1620,yaoyang,Top,MISSING,China,China,MISSING,[]
1621,Accez,Jungle,MISSING,Brazil,Brazil,MISSING,[]
1622,Hanor,Mid,MISSING,Brazil,Brazil,MISSING,[]
1623,Yatsu,None,MISSING,Brazil,Brazil,MISSING,[]
1624,Mousty,Jungle,MISSING,Brazil,Brazil,MISSING,[]
1625,JackPoT,Top,23,South Korea,Korea,MISSING,[]
1626,Hawk,Support,22,Brazil,Brazil,MISSING,[]
1627,Aryze,Top,MISSING,Brazil,Brazil,MISSING,[]
1628,Tangwa,Support,23,China,China,MISSING,[]
1629,Hong,Top,22,Taiwan,PCS,MISSING,[]
1630,Lika1,Top,MISSING,Taiwan,PCS,MISSING,[]
1631,JimieN,Mid,19,Taiwan,PCS,MISSING,[]
1632,Bounty,Support,19,Brazil,Brazil,MISSING,[]
1633,Raina,Support,25,Japan,Japan,MISSING,[]
1634,Acce,Top,26,Argentina,Liga Latinoamérica,MISSING,[]
1635,Leza,ADC,0,Mexico,Liga Latinoamérica,MISSING,[]
1636,Shadow,Support,22,Argentina,Liga Latinoamérica,MISSING,[]
1637,Isles,Support,MISSING,Australia,Oceania,MISSING,[]
1638,Bunny,Support,MISSING,China,China,MISSING,[]
1639,Dee,ADC,28,Taiwan,PCS,MISSING,[]
1640,Mo,Support,MISSING,China,China,MISSING,[]
1641,Eign,Mid,19,South Korea,Korea,MISSING,[]
1642,Road-KR2,Top,MISSING,South Korea,Korea,MISSING,[]
1643,Franky,ADC,18,South Korea,Korea,MISSING,[]
1644,Tang,Support,21,South Korea,Korea,MISSING,[]
1645,Sarcasm,Jungle,MISSING,United States,North America,MISSING,[]
1646,Slayder,ADC,21,Vietnam,Vietnam,MISSING,[]
1647,Chelizi,Top,22,China,China,MISSING,[]
1648,xubin,ADC,MISSING,China,China,MISSING,[]
1649,Truth,Mid,MISSING,China,China,MISSING,[]
1650,Patch,Support,20,South Korea,Korea,MISSING,[]
1651,qingcheng,Mid,MISSING,China,China,MISSING,[]
1652,Iconic,Jungle,23,United States,North America,MISSING,[]
1653,RoseThorn,Jungle,22,South Korea,North America,MISSING,[]
1654,Nxi,Jungle,22,United States,North America,MISSING,[]
1655,Straight,Top,MISSING,Ecuador,Liga Latinoamérica,MISSING,[]
1656,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1657,Blueknight,Coach,MISSING,Germany,Europe,MISSING,[]
1658,Haeri,Mid,MISSING,Australia,Oceania,MISSING,[]
1659,Chain,Jungle,MISSING,Turkey,Turkey,MISSING,[]
1660,Ryuk,Top,18,Vietnam,Vietnam,MISSING,[]
1661,TH,Top,19,Vietnam,Vietnam,MISSING,[]
1662,Draktharr,Jungle,19,Vietnam,Vietnam,MISSING,[]
1663,Glory,Mid,20,Vietnam,Vietnam,MISSING,[]
1664,Aomine,ADC,20,Vietnam,Vietnam,MISSING,[]
1665,Elio,Support,21,Vietnam,Vietnam,MISSING,[]
1666,LL,Top,21,Vietnam,Vietnam,MISSING,[]
1667,Thien,Top,MISSING,Australia,Oceania,MISSING,[]
1668,Katsurii,ADC,MISSING,Australia,Oceania,MISSING,[]
1669,Cabu,Support,24,Brazil,Brazil,MISSING,[]
1670,Boal,Top,19,Brazil,Brazil,MISSING,[]
1671,Camanagazo,Mid,MISSING,Turkey,Turkey,MISSING,[]
1672,Jauny,Top,20,Costa Rica,Liga Latinoamérica,MISSING,[]
1673,Emp,Mid,25,Chile,Liga Latinoamérica,MISSING,[]
1674,TopLop,Mid,22,Argentina,Liga Latinoamérica,MISSING,[]
1675,Erry,ADC,24,Canada,North America,MISSING,[]
1676,Baula,Support,24,Costa Rica,Liga Latinoamérica,MISSING,[]
1677,Feng,Jungle,MISSING,Mexico,Liga Latinoamérica,MISSING,[]
1678,Nyasha,Support,MISSING,Turkey,Turkey,MISSING,[]
1679,urawful,Jungle,MISSING,Turkey,Turkey,MISSING,[]
1680,mogu,Top,22,China,China,MISSING,[]
1681,Bright,Jungle,MISSING,China,China,MISSING,[]
1682,kelin,ADC,MISSING,China,China,MISSING,[]
1683,Insulator,Mid,21,China,China,MISSING,[]
1684,VV,Jungle,20,China,China,MISSING,[]
1685,X1LAN,Top,MISSING,China,China,MISSING,[]
1686,EasyLove,ADC,22,Vietnam,Vietnam,MISSING,[]
1687,Cerasus,Support,MISSING,China,China,MISSING,[]
1688,Neephesto,Jungle,MISSING,Brazil,Brazil,MISSING,[]
1689,Name,Top,24,Brazil,Brazil,MISSING,[]
1690,Guirila,ADC,MISSING,Brazil,Brazil,MISSING,[]
1691,Kidz,Support,24,Vietnam,Vietnam,MISSING,[]
1692,Peter,Support,MISSING,South Korea,Korea,MISSING,[]
1693,Shaquinn,Top,MISSING,Brazil,Brazil,MISSING,[]
1694,st1ng,Jungle,20,Brazil,Brazil,MISSING,[]
1695,Skeeto,Top,21,Chile,Liga Latinoamérica,MISSING,[]
1696,Follow,Jungle,MISSING,Argentina,Liga Latinoamérica,MISSING,[]
1697,Damage,Support,24,Brazil,Brazil,MISSING,[]
1698,BocaJR,Support,24,Brazil,Brazil,MISSING,[]
1699,Bankai,Top,MISSING,Brazil,Brazil,MISSING,[]
1700,Kiari,Top,MISSING,Brazil,Brazil,MISSING,[]
1701,Erasus,Jungle,21,Brazil,Brazil,MISSING,[]
1702,Fiennes,Jungle,MISSING,Brazil,Brazil,MISSING,[]
1703,Froststrike,Jungle,MISSING,Chile,Liga Latinoamérica,MISSING,[]
1704,bydeki,Mid,MISSING,Brazil,Brazil,MISSING,[]
1705,Kly0n,Support,MISSING,Brazil,Brazil,MISSING,[]
1706,Harumi,Support,MISSING,Brazil,Brazil,MISSING,[]
1707,Jwei,Support,19,China,China,MISSING,[]
1708,Spawn,ADC,MISSING,Canada,North America,MISSING,[]
1709,Shoryu,ADC,MISSING,Canada,North America,MISSING,[]
1710,Invincible,Top,MISSING,China,China,MISSING,[]
1711,fNb,Top,22,Brazil,Brazil,MISSING,[]
1712,Fleck,Mid,MISSING,Turkey,Turkey,MISSING,[]
1713,Ruzgar,Mid,MISSING,Turkey,Turkey,MISSING,[]
1714,Tieru,Support,MISSING,Turkey,Turkey,MISSING,[]
1715,Tireurennu,Jungle,MISSING,Turkey,Turkey,MISSING,[]
1716,TREIIL,Jungle,MISSING,Turkey,Turkey,MISSING,[]
1717,Katris,Support,MISSING,Turkey,Turkey,MISSING,[]
1718,Poibos,Top,19,South Korea,Korea,MISSING,[]
1719,Ino,Top,MISSING,Japan,Japan,MISSING,[]
1720,Megumiin,Mid,MISSING,Japan,Japan,MISSING,[]
1721,Nemoh,Support,MISSING,Japan,Japan,MISSING,[]
1722,Dicey,Support,MISSING,Japan,Japan,MISSING,[]
1723,Sephis,Jungle,24,Brazil,Brazil,MISSING,[]
1724,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1725,Rby,Mid,20,Vietnam,Vietnam,MISSING,[]
1726,Arrietty,ADC,19,Vietnam,Vietnam,MISSING,[]
1727,Taki,Support,18,Vietnam,Vietnam,MISSING,[]
1728,Sakura,Top,MISSING,China,China,MISSING,[]
1729,Guigui,ADC,18,China,China,MISSING,[]
1730,Pudding,Support,20,China,China,MISSING,[]
1731,Horus,ADC,22,Argentina,Liga Latinoamérica,MISSING,[]
1732,Ye,Mid,20,China,China,MISSING,[]
1733,irma,Mid,MISSING,China,China,MISSING,[]
1734,Emit,Jungle,23,China,China,MISSING,[]
1735,yekai,Jungle,MISSING,China,China,MISSING,[]
1736,Fantasy,ADC,MISSING,China,China,MISSING,[]
1737,Miaoniu,Support,20,China,China,MISSING,[]
1738,WachonBB,Support,MISSING,Spain,Europe,MISSING,[]
1739,icecoKe,Jungle,MISSING,China,China,MISSING,[]
1740,Lpc,ADC,20,China,China,MISSING,[]
1741,Assum,ADC,18,China,China,MISSING,[]
1742,GyeongE,Mid,MISSING,South Korea,Korea,MISSING,[]
1743,Bible,Support,22,South Korea,Korea,MISSING,[]
1744,Beichuan,Jungle,20,China,China,MISSING,[]
1745,pzx,Jungle,MISSING,China,China,MISSING,[]
1746,Youxin,Jungle,MISSING,China,China,MISSING,[]
1747,Kepler,ADC,19,China,China,MISSING,[]
1748,kaixuan,Support,MISSING,China,China,MISSING,[]
1749,Xiaoxu,Top,MISSING,China,China,MISSING,[]
1750,Kiari,Top,MISSING,Brazil,Brazil,MISSING,[]
1751,Erasus,Jungle,21,Brazil,Brazil,MISSING,[]
1752,Fiennes,Jungle,MISSING,Brazil,Brazil,MISSING,[]
1753,Froststrike,Jungle,MISSING,Chile,Liga Latinoamérica,MISSING,[]
1754,bydeki,Mid,MISSING,Brazil,Brazil,MISSING,[]
1755,Kly0n,Support,MISSING,Brazil,Brazil,MISSING,[]
1756,Harumi,Support,MISSING,Brazil,Brazil,MISSING,[]
1757,Jwei,Support,19,China,China,MISSING,[]
1758,Spawn,ADC,MISSING,Canada,North America,MISSING,[]
1759,Shoryu,ADC,MISSING,Canada,North America,MISSING,[]
1760,Invincible,Top,MISSING,China,China,MISSING,[]
1761,fNb,Top,22,Brazil,Brazil,MISSING,[]
1762,Fleck,Mid,MISSING,Turkey,Turkey,MISSING,[]
1763,Ruzgar,Mid,MISSING,Turkey,Turkey,MISSING,[]
1764,Tieru,Support,MISSING,Turkey,Turkey,MISSING,[]
1765,Tireurennu,Jungle,MISSING,Turkey,Turkey,MISSING,[]
1766,TREIIL,Jungle,MISSING,Turkey,Turkey,MISSING,[]
1767,Katris,Support,MISSING,Turkey,Turkey,MISSING,[]
1768,Poibos,Top,19,South Korea,Korea,MISSING,[]
1769,Ino,Top,MISSING,Japan,Japan,MISSING,[]
1770,Megumiin,Mid,MISSING,Japan,Japan,MISSING,[]
1771,Nemoh,Support,MISSING,Japan,Japan,MISSING,[]
1772,Dicey,Support,MISSING,Japan,Japan,MISSING,[]
1773,Sephis,Jungle,24,Brazil,Brazil,MISSING,[]
1774,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1775,Rby,Mid,20,Vietnam,Vietnam,MISSING,[]
1776,Arrietty,ADC,19,Vietnam,Vietnam,MISSING,[]
1777,Taki,Support,18,Vietnam,Vietnam,MISSING,[]
1778,Sakura,Top,MISSING,China,China,MISSING,[]
1779,Guigui,ADC,18,China,China,MISSING,[]
1780,Pudding,Support,20,China,China,MISSING,[]
1781,Horus,ADC,22,Argentina,Liga Latinoamérica,MISSING,[]
1782,Ye,Mid,20,China,China,MISSING,[]
1783,irma,Mid,MISSING,China,China,MISSING,[]
1784,Emit,Jungle,23,China,China,MISSING,[]
1785,yekai,Jungle,MISSING,China,China,MISSING,[]
1786,Fantasy,ADC,MISSING,China,China,MISSING,[]
1787,Miaoniu,Support,20,China,China,MISSING,[]
1788,WachonBB,Support,MISSING,Spain,Europe,MISSING,[]
1789,icecoKe,Jungle,MISSING,China,China,MISSING,[]
1790,Lpc,ADC,20,China,China,MISSING,[]
1791,Assum,ADC,18,China,China,MISSING,[]
1792,GyeongE,Mid,MISSING,South Korea,Korea,MISSING,[]
1793,Bible,Support,22,South Korea,Korea,MISSING,[]
1794,Beichuan,Jungle,20,China,China,MISSING,[]
1795,pzx,Jungle,MISSING,China,China,MISSING,[]
1796,Youxin,Jungle,MISSING,China,China,MISSING,[]
1797,Kepler,ADC,19,China,China,MISSING,[]
1798,kaixuan,Support,MISSING,China,China,MISSING,[]
1799,Xiaoxu,Top,MISSING,China,China,MISSING,[]
1800,Apii,Top,MISSING,China,China,MISSING,[]
1801,Minous,Support,17,South Korea,Korea,MISSING,[]
1802,Phos,Jungle,19,China,China,MISSING,[]
1803,bingqing,ADC,MISSING,China,China,MISSING,[]
1804,LP,ADC,MISSING,China,China,MISSING,[]
1805,Marimo,ADC,19,Japan,Japan,MISSING,[]
1806,Fujimoto,Support,MISSING,Japan,Japan,MISSING,[]
1807,LeeSA,Jungle,MISSING,China,Oceania,MISSING,[]
1808,Chayon,ADC,21,Peru,Oceania,MISSING,[]
1809,iBo,Top,25,Poland,Europe,MISSING,[]
1810,Jaylink,ADC,21,France,Europe,MISSING,[]
1811,Erdote,Support,22,Poland,Europe,MISSING,[]
1812,Miniduke,Jungle,MISSING,Spain,Europe,MISSING,[]
1813,Odi11,ADC,MISSING,Poland,Europe,MISSING,[]
1814,Vega,ADC,19,Portugal,Europe,MISSING,[]
1815,Heru,Mid,15,South Korea,Korea,MISSING,[]
1816,Clever,ADC,21,South Korea,Korea,MISSING,[]
1817,Esther,ADC,18,South Korea,Korea,MISSING,[]
1818,HH,Support,19,South Korea,Korea,MISSING,[]
1819,Netuno,ADC,MISSING,Brazil,Brazil,MISSING,[]
1820,HorangE,Top,18,South Korea,Korea,MISSING,[]
1821,Resilience,Mid,MISSING,South Korea,Europe,MISSING,[]
1822,%EC%B1%8C%EA%B9%8C%EC%A7%80%ED%83%91%EB%A7%8C%ED%95%A8ii,Top,17,South Korea,Korea,MISSING,[]
1823,Piero,Support,19,South Korea,Korea,MISSING,[]
1824,Vital,ADC,19,South Korea,Korea,MISSING,[]
1825,TS,Top,18,South Korea,Korea,MISSING,[]
1826,Enosh,ADC,17,South Korea,Korea,MISSING,[]
1827,Gamin,ADC,18,South Korea,Korea,MISSING,[]
1828,Jaegyeom,Support,18,South Korea,Korea,MISSING,[]
1829,DDahyuk,Top,17,South Korea,Korea,MISSING,[]
1830,Pungyeon,Mid,17,South Korea,Korea,MISSING,[]
1831,Exusia,ADC,18,South Korea,Korea,MISSING,[]
1832,imhater,ADC,20,South Korea,Korea,MISSING,[]
1833,Naruto,Jungle,MISSING,South Korea,China,MISSING,[]
1834,Aspire,Top,18,China,China,MISSING,[]
1835,Zika,Top,18,China,China,MISSING,[]
1836,Myths,Top,MISSING,Hong Kong,China,MISSING,[]
1837,can,Jungle,MISSING,China,China,MISSING,[]
1838,pinz,Mid,MISSING,China,China,MISSING,[]
1839,Rise,ADC,19,China,China,MISSING,[]
1840,Tyrin,Top,20,Brazil,Brazil,MISSING,[]
1841,ST3PZ,ADC,MISSING,Brazil,Brazil,MISSING,[]
1842,Kadal,Top,18,South Korea,Korea,MISSING,[]
1843,Guilhoto,Coach,27,Portugal,Europe,MISSING,[]
1844,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1845,Enatron,Coach,25,Greece,Europe,MISSING,[]
1846,Pride,Jungle,23,Netherlands,Europe,MISSING,[]
1847,Jerry,Support,MISSING,China,China,MISSING,[]
1848,Today,ADC,MISSING,China,China,MISSING,[]
1849,Dream,Mid,MISSING,China,China,MISSING,[]
1850,Kiari,Top,MISSING,Brazil,Brazil,MISSING,[]
1851,Erasus,Jungle,21,Brazil,Brazil,MISSING,[]
1852,Fiennes,Jungle,MISSING,Brazil,Brazil,MISSING,[]
1853,Froststrike,Jungle,MISSING,Chile,Liga Latinoamérica,MISSING,[]
1854,bydeki,Mid,MISSING,Brazil,Brazil,MISSING,[]
1855,Kly0n,Support,MISSING,Brazil,Brazil,MISSING,[]
1856,Harumi,Support,MISSING,Brazil,Brazil,MISSING,[]
1857,Jwei,Support,19,China,China,MISSING,[]
1858,Spawn,ADC,MISSING,Canada,North America,MISSING,[]
1859,Shoryu,ADC,MISSING,Canada,North America,MISSING,[]
1860,Invincible,Top,MISSING,China,China,MISSING,[]
1861,fNb,Top,22,Brazil,Brazil,MISSING,[]
1862,Fleck,Mid,MISSING,Turkey,Turkey,MISSING,[]
1863,Ruzgar,Mid,MISSING,Turkey,Turkey,MISSING,[]
1864,Tieru,Support,MISSING,Turkey,Turkey,MISSING,[]
1865,Tireurennu,Jungle,MISSING,Turkey,Turkey,MISSING,[]
1866,TREIIL,Jungle,MISSING,Turkey,Turkey,MISSING,[]
1867,Katris,Support,MISSING,Turkey,Turkey,MISSING,[]
1868,Poibos,Top,19,South Korea,Korea,MISSING,[]
1869,Ino,Top,MISSING,Japan,Japan,MISSING,[]
1870,Megumiin,Mid,MISSING,Japan,Japan,MISSING,[]
1871,Nemoh,Support,MISSING,Japan,Japan,MISSING,[]
1872,Dicey,Support,MISSING,Japan,Japan,MISSING,[]
1873,Sephis,Jungle,24,Brazil,Brazil,MISSING,[]
1874,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1875,Rby,Mid,20,Vietnam,Vietnam,MISSING,[]
1876,Arrietty,ADC,19,Vietnam,Vietnam,MISSING,[]
1877,Taki,Support,18,Vietnam,Vietnam,MISSING,[]
1878,Sakura,Top,MISSING,China,China,MISSING,[]
1879,Guigui,ADC,18,China,China,MISSING,[]
1880,Pudding,Support,20,China,China,MISSING,[]
1881,Horus,ADC,22,Argentina,Liga Latinoamérica,MISSING,[]
1882,Ye,Mid,20,China,China,MISSING,[]
1883,irma,Mid,MISSING,China,China,MISSING,[]
1884,Emit,Jungle,23,China,China,MISSING,[]
1885,yekai,Jungle,MISSING,China,China,MISSING,[]
1886,Fantasy,ADC,MISSING,China,China,MISSING,[]
1887,Miaoniu,Support,20,China,China,MISSING,[]
1888,WachonBB,Support,MISSING,Spain,Europe,MISSING,[]
1889,icecoKe,Jungle,MISSING,China,China,MISSING,[]
1890,Lpc,ADC,20,China,China,MISSING,[]
1891,Assum,ADC,18,China,China,MISSING,[]
1892,GyeongE,Mid,MISSING,South Korea,Korea,MISSING,[]
1893,Bible,Support,22,South Korea,Korea,MISSING,[]
1894,Beichuan,Jungle,20,China,China,MISSING,[]
1895,pzx,Jungle,MISSING,China,China,MISSING,[]
1896,Youxin,Jungle,MISSING,China,China,MISSING,[]
1897,Kepler,ADC,19,China,China,MISSING,[]
1898,kaixuan,Support,MISSING,China,China,MISSING,[]
1899,Xiaoxu,Top,MISSING,China,China,MISSING,[]
